46.936256550853024,-0.0018514123995928375,-7.280428020733665e-6
58.95666047025563,-0.002041081094119874,-6.93906192295473e-6
70.96200312876027,-0.002335230434982243,-6.512078318224484e-6
83.03911157340366,-0.002736062543487029,-6.001328061277623e-6
95.06366747356,-0.003004254345816071,-5.632505264994894e-6
107.01820189256372,-0.0029671778627289756,-5.527189500009766e-6
119.05030168870348,-0.003232256894788053,-5.184057110530643e-6
131.0204748995073,-0.0035209045256251264,-4.707503420207017e-6
143.003486527714,-0.003588297265810284,-4.539721152714824e-6
155.0051295196844,-0.0037569000317896487,-4.193504735041947e-6
167.01482315762823,-0.0039501183846329755,-3.9035740973362515e-6
179.0215079085964,-0.0040534323674097286,-3.6903021415197984e-6
250.79781441314327,-0.005243478589854487,-1.5558173005292258e-6
262.9004337185434,-0.005797188549584628,-9.633757000478213e-7
274.779967734569,-0.005326310572631581,-1.3118559764401753e-6
287.2165962248909,-0.0075344827907569386,1.657460892829543e-6
298.8555301497869,-0.0063008142382121515,-1.9421867423409517e-7
310.7474104166681,-0.006095944195161746,-3.5565971167830344e-8
322.75604401410413,-0.006549463358774532,4.3835624360757593e-7
